customer_id,last_purchase_date,first_purchase_date,frequency,monetary,recency,recency_score,frequency_score,monetary_score,rfm_score,customer_segment,customer_name,gender,age,city,state,country,signup_date,churn_status,churn_score
C0006162,2025-11-13,2023-08-01,3,970.11,49,4,3,3,433,Potential Loyalists,Priya Khan,Male,23,Phoenix,Arizona,United States,2023-07-07,Active,27.4
C0006163,2025-12-10,2025-02-06,4,3976.52,22,4,4,4,444,Champions,Camila Patel,Male,50,Boston,Massachusetts,United States,2025-02-03,Active,13.3
C0006164,2025-11-16,2025-11-16,1,1002.64,46,4,1,3,413,New Customers,Priya Smith,Male,32,Bengaluru,Karnataka,India,2025-07-23,Active,38.9
C0006165,2025-10-30,2025-08-21,2,182.24,63,3,3,1,331,Need Nurture,Fatima Smith,Female,23,New York,New York,United States,2025-01-04,Active,37.5
C0006166,2025-11-04,2024-02-03,7,6341.39,58,3,5,5,355,Loyal Customers,Olivia Chen,Female,52,Seattle,Washington,United States,2023-08-17,Active,8.7
C0006167,2025-12-14,2025-12-14,1,1101.98,18,5,1,3,513,New Customers,Sofia Kim,Female,21,Atlanta,Georgia,United States,2024-12-17,Active,34.7
C0006168,2025-12-17,2024-07-15,8,4022.86,15,5,5,4,554,Champions,Benjamin Thomas,Male,40,Los Angeles,California,United States,2023-08-31,Active,6.3
C0006169,2025-12-03,2025-12-03,1,153.14,29,4,1,1,411,New Customers,Theo Smith,Female,19,Dallas,Texas,United States,2025-09-06,Active,44.4
C0006170,2025-11-21,2025-11-21,1,411.03,41,4,1,2,412,New Customers,Liam Singh,Female,41,San Francisco,California,United States,2022-09-15,Active,42.2
C0006171,2025-11-11,2025-11-11,1,181.96,51,4,1,1,411,New Customers,Noah Chen,Female,50,London,England,United Kingdom,2025-03-11,Active,47.7
C0006172,2025-04-04,2025-04-04,1,602.6,272,2,1,2,212,Need Nurture,Noah Khan,Female,29,Sydney,New South Wales,Australia,2023-05-03,At Risk,77.0
C0006173,2025-03-29,2024-02-28,6,5397.61,278,2,4,5,245,Loyal Customers,Aria Smith,Male,23,Manchester,England,United Kingdom,2023-11-25,At Risk,47.9
C0006174,2025-07-31,2024-11-02,2,868.96,154,2,3,2,232,At Risk,Noah Chen,Male,23,Chicago,Illinois,United States,2024-01-09,Needs Attention,47.2
C0006175,2025-12-02,2025-06-05,7,6452.82,30,4,5,5,455,Champions,Benjamin Sharma,Female,36,Austin,Texas,United States,2025-03-27,Active,4.5
C0006176,2025-08-22,2025-01-20,3,2351.85,132,3,3,4,334,Need Nurture,Camila Martinez,Male,60,Boston,Massachusetts,United States,2024-04-09,Needs Attention,35.9
C0006177,2025-12-08,2025-12-08,1,72.53,24,4,1,1,411,New Customers,Alex Sharma,Female,50,Melbourne,Victoria,Australia,2024-04-05,Active,43.6
C0006179,2025-06-29,2025-06-29,1,194.7,186,2,1,1,211,Need Nurture,Zara Brown,Female,24,Los Angeles,California,United States,2023-10-19,At Risk,68.0
C0006180,2025-10-05,2023-11-20,3,2733.01,88,3,3,4,334,Need Nurture,Ethan Chen,Male,50,Austin,Texas,United States,2023-10-13,Active,29.3
C0006181,2025-10-20,2025-03-13,2,1432.07,73,3,3,3,333,Need Nurture,Fatima Johnson,Female,49,Austin,Texas,United States,2024-11-07,Active,31.0
C0006182,2024-10-30,2024-10-30,1,253.88,428,1,1,1,111,Lost Customers,Hannah Thomas,Male,41,Bengaluru,Karnataka,India,2023-12-22,Lost,100.0
C0006183,2025-12-23,2025-02-08,7,1472.0,9,5,5,3,553,Loyal Customers,Mia Thomas,Female,29,Manchester,England,United Kingdom,2025-01-16,Active,9.4
C0006184,2025-09-13,2025-09-13,1,102.61,110,3,1,1,311,Need Nurture,Kai Singh,Male,49,Austin,Texas,United States,2024-08-18,Needs Attention,56.6
C0006185,2025-10-20,2023-12-07,3,1630.37,73,3,3,3,333,Need Nurture,James Garcia,Prefer not to say,29,Atlanta,Georgia,United States,2023-05-19,Active,31.0
C0006186,2025-12-28,2025-03-30,25,18787.35,4,5,5,5,555,Champions,Priya Wilson,Male,45,Manchester,England,United Kingdom,2025-03-30,Active,0.6
C0006187,2025-03-30,2024-07-07,8,6045.04,277,2,5,5,255,Loyal Customers,Isabella Sharma,Female,32,New York,New York,United States,2024-05-03,At Risk,41.7
C0006188,2025-11-22,2025-07-20,2,1393.16,40,4,3,3,433,Potential Loyalists,Olivia Gupta,Female,25,Dallas,Texas,United States,2025-07-19,Active,26.0
C0006189,2025-03-16,2025-03-16,1,221.92,291,2,1,1,211,Need Nurture,Sofia Sharma,Female,32,Sydney,New South Wales,Australia,2024-04-27,At Risk,83.8
C0006190,2024-05-15,2024-05-15,1,410.33,596,1,1,2,112,Lost Customers,Maya Kim,Male,61,Phoenix,Arizona,United States,2022-11-12,Lost,100.0
C0006192,2025-10-04,2025-10-04,1,27.06,89,3,1,1,311,Need Nurture,Camila Garcia,Male,49,Seattle,Washington,United States,2025-05-10,Active,53.4
C0006193,2024-12-24,2023-02-17,4,2820.19,373,1,4,4,144,Loyal Customers,Liam Patel,Female,47,San Francisco,California,United States,2022-11-03,Lost,66.2
C0006194,2025-12-24,2024-06-15,7,1884.24,8,5,5,3,553,Loyal Customers,Hannah Gupta,Male,35,Sydney,New South Wales,Australia,2024-06-07,Active,9.2
C0006195,2025-06-09,2023-03-08,9,6245.75,206,2,5,5,255,Loyal Customers,Daniel Thomas,Female,30,Seattle,Washington,United States,2022-05-31,At Risk,31.0
C0006196,2025-11-25,2025-11-25,1,234.62,37,4,1,1,411,New Customers,Ethan Chen,Male,22,Bengaluru,Karnataka,India,2023-06-30,Active,45.6
C0006197,2025-11-28,2023-07-25,9,14994.61,34,4,5,5,455,Champions,Aisha Gupta,Male,52,Vancouver,British Columbia,Canada,2023-05-09,Active,5.1
C0006198,2025-11-13,2024-06-04,6,5515.06,49,4,4,5,445,Champions,Benjamin Chen,Prefer not to say,23,Mumbai,Maharashtra,India,2024-05-03,Active,13.4
C0006199,2025-12-01,2025-12-01,1,1119.7,31,4,1,3,413,New Customers,Olivia Garcia,Male,18,Miami,Florida,United States,2025-04-11,Active,36.7
C0006200,2025-12-15,2024-12-08,6,1864.67,17,5,4,3,543,Loyal Customers,Aarav Robinson,Female,41,Los Angeles,California,United States,2024-09-25,Active,16.6
C0006201,2025-10-03,2025-10-03,1,92.12,90,3,1,1,311,Need Nurture,Priya Thomas,Female,21,Chicago,Illinois,United States,2023-04-05,Active,53.6
C0006202,2025-10-31,2025-04-01,5,1989.6,62,3,4,4,344,Loyal Customers,Ethan Davis,Female,36,Phoenix,Arizona,United States,2025-01-03,Active,19.3
C0006203,2025-09-12,2023-03-21,5,2471.43,111,3,4,4,344,Loyal Customers,Priya Garcia,Female,21,Seattle,Washington,United States,2022-07-09,Needs Attention,26.7
C0006204,2025-12-16,2023-12-18,7,5233.98,16,5,5,5,555,Champions,Camila Chen,Female,30,Bengaluru,Karnataka,India,2023-11-19,Active,2.4
C0006205,2025-10-09,2023-01-14,3,1617.26,84,3,3,3,333,Need Nurture,Priya Smith,Male,38,New York,New York,United States,2022-08-20,Active,32.7
C0006206,2025-12-03,2024-10-09,6,3541.25,29,4,4,4,444,Champions,Kai Martinez,Prefer not to say,40,New York,New York,United States,2024-09-28,Active,14.4
C0006207,2024-08-11,2024-08-11,1,1168.0,508,1,1,3,113,Lost Customers,Ravi Khan,Female,53,Austin,Texas,United States,2024-05-04,Lost,100.0
C0006208,2025-01-22,2025-01-22,1,280.37,344,2,1,1,211,Need Nurture,Aisha Sharma,Female,37,Mumbai,Maharashtra,India,2024-05-06,At Risk,91.8
C0006209,2025-12-05,2024-09-24,12,12540.94,27,4,5,5,455,Champions,Olivia Brown,Female,38,New York,New York,United States,2024-09-19,Active,4.1
C0006210,2025-12-26,2025-04-07,3,466.47,6,5,3,2,532,Potential Loyalists,Camila Singh,Male,34,Melbourne,Victoria,Australia,2025-03-31,Active,24.9
C0006211,2024-03-02,2024-03-02,1,348.19,670,1,1,2,112,Lost Customers,Ethan Brown,Male,48,Austin,Texas,United States,2024-02-29,Lost,100.0
C0006212,2025-12-15,2025-05-19,8,3664.3,17,5,5,4,554,Champions,Aisha Miller,Female,23,Seattle,Washington,United States,2025-02-28,Active,6.6
C0006213,2025-03-02,2025-03-02,1,1658.6,305,2,1,3,213,Need Nurture,Theo Anderson,Female,32,Denver,Colorado,United States,2024-10-03,At Risk,78.0
C0006214,2024-10-20,2024-03-07,2,2382.71,438,1,3,4,134,At Risk,Maya Garcia,Male,37,New Delhi,Delhi,India,2023-09-03,Lost,82.0
C0006215,2025-08-17,2024-11-18,2,251.2,137,3,3,1,331,Need Nurture,Zara Patel,Male,26,Denver,Colorado,United States,2023-12-31,Needs Attention,48.6
C0006216,2025-05-11,2024-08-25,2,727.03,235,2,3,2,232,At Risk,Kai Miller,Male,54,Atlanta,Georgia,United States,2024-07-28,At Risk,59.4
C0006217,2024-12-21,2023-03-15,3,1888.62,376,1,3,3,133,At Risk,Amelia Kim,Male,41,Seattle,Washington,United States,2022-12-15,Lost,76.7
C0006218,2025-08-11,2025-08-11,1,559.4,143,2,1,2,212,Need Nurture,Ethan Patel,Female,22,Los Angeles,California,United States,2023-11-20,Needs Attention,57.5
C0006219,2025-10-22,2025-10-22,1,697.0,71,3,1,2,312,Need Nurture,Grace Smith,Male,42,San Francisco,California,United States,2024-01-13,Active,46.7
C0006220,2025-12-25,2023-03-30,4,2836.99,7,5,4,4,544,Champions,Amelia Gupta,Male,53,London,England,United Kingdom,2022-08-27,Active,11.1
C0006221,2025-12-31,2023-01-25,5,4645.78,1,5,4,5,545,Champions,Theo Wilson,Male,28,Chicago,Illinois,United States,2022-11-16,Active,6.2
C0006222,2025-11-10,2024-03-19,4,1512.89,52,4,4,3,443,Loyal Customers,Theo Chen,Female,53,Seattle,Washington,United States,2024-03-15,Active,21.8
C0006223,2024-06-11,2023-07-13,3,1542.58,569,1,3,3,133,At Risk,Kai Wilson,Male,40,Phoenix,Arizona,United States,2023-07-07,Lost,100.0
C0006224,2025-11-16,2024-11-24,6,7375.43,46,4,4,5,445,Champions,Kai Thomas,Male,39,Los Angeles,California,United States,2024-10-14,Active,12.9
C0006225,2025-08-31,2025-08-31,1,193.23,123,3,1,1,311,Need Nurture,Mia Kim,Female,51,Toronto,Ontario,Canada,2024-12-28,Needs Attention,58.5
C0006226,2025-07-14,2023-09-11,9,4075.38,171,2,5,5,255,Loyal Customers,Maya Brown,Female,39,Boston,Massachusetts,United States,2022-02-21,Needs Attention,25.8
C0006227,2025-02-07,2025-02-07,1,30.39,328,2,1,1,211,Need Nurture,Aisha Kim,Female,42,Miami,Florida,United States,2024-01-23,At Risk,89.4
C0006228,2025-09-22,2025-09-22,1,129.92,101,3,1,1,311,Need Nurture,James Gupta,Female,38,Los Angeles,California,United States,2024-09-12,Needs Attention,55.2
C0006229,2025-09-27,2025-09-10,2,2432.21,96,3,3,4,334,Need Nurture,Olivia Miller,Female,18,London,England,United Kingdom,2025-07-15,Needs Attention,30.5
C0006230,2025-05-28,2025-05-28,1,48.65,218,2,1,1,211,Need Nurture,Priya Garcia,Male,42,San Francisco,California,United States,2024-05-26,At Risk,72.8
C0006231,2025-09-30,2024-09-24,2,2741.87,93,3,3,4,334,Need Nurture,Kai Brown,Male,40,Manchester,England,United Kingdom,2023-06-03,Needs Attention,30.0
C0006232,2025-12-07,2023-04-06,4,2503.13,25,4,4,4,444,Champions,Sofia Taylor,Female,32,Seattle,Washington,United States,2022-02-12,Active,13.8
C0006233,2025-11-25,2025-11-25,1,2454.51,37,4,1,4,414,New Customers,Kai Taylor,Non-binary,18,New York,New York,United States,2023-02-18,Active,33.6
C0006234,2025-11-15,2025-11-15,1,301.5,47,4,1,2,412,New Customers,Fatima Martinez,Female,44,San Francisco,California,United States,2023-10-15,Active,43.1
C0006235,2024-11-20,2024-11-20,1,175.46,407,1,1,1,111,Lost Customers,Hannah Taylor,Male,27,Chicago,Illinois,United States,2023-12-31,Lost,100.0
C0006236,2025-11-15,2025-11-15,1,328.3,47,4,1,2,412,New Customers,Mia Wilson,Female,23,Boston,Massachusetts,United States,2025-06-16,Active,43.1
C0006237,2025-12-11,2025-08-17,3,749.0,21,4,3,2,432,Potential Loyalists,Sofia Thomas,Female,22,Sydney,New South Wales,Australia,2025-06-16,Active,27.2
C0006238,2025-10-19,2023-05-23,3,1384.88,74,3,3,3,333,Need Nurture,Benjamin Smith,Female,18,New York,New York,United States,2022-03-29,Active,31.2
C0006239,2025-11-29,2025-08-09,2,817.91,33,4,3,2,432,Potential Loyalists,Daniel Anderson,Female,43,Austin,Texas,United States,2025-06-01,Active,29.0
C0006240,2024-04-29,2024-04-29,1,148.13,612,1,1,1,111,Lost Customers,Maya Singh,Male,65,Austin,Texas,United States,2024-04-07,Lost,100.0
C0006241,2025-12-04,2024-09-10,11,5385.57,28,4,5,5,455,Champions,Olivia Thomas,Female,30,New York,New York,United States,2024-06-09,Active,4.2
C0006242,2025-11-15,2025-11-04,3,493.74,47,4,3,2,432,Potential Loyalists,Fatima Davis,Male,47,Los Angeles,California,United States,2025-09-07,Active,31.1
C0006244,2025-03-21,2024-12-28,2,128.96,286,2,3,1,231,At Risk,Aarav Johnson,Female,40,Miami,Florida,United States,2024-08-23,At Risk,71.1
C0006245,2025-11-27,2025-11-27,1,591.31,35,4,1,2,412,New Customers,Daniel Smith,Female,36,Chicago,Illinois,United States,2025-07-25,Active,41.3
C0006246,2025-02-02,2023-08-14,5,1082.53,333,2,4,3,243,Loyal Customers,Theo Smith,Female,46,Bengaluru,Karnataka,India,2022-07-15,At Risk,64.2
C0006247,2025-05-11,2024-10-26,5,5749.64,235,2,4,5,245,Loyal Customers,Kai Miller,Male,23,Chicago,Illinois,United States,2024-04-25,At Risk,41.4
C0006248,2025-12-17,2025-12-17,1,134.48,15,5,1,1,511,New Customers,Ravi Wilson,Female,38,London,England,United Kingdom,2025-03-18,Active,42.3
C0006249,2025-12-23,2025-09-22,9,5071.34,9,5,5,5,555,Champions,Benjamin Davis,Male,51,Austin,Texas,United States,2025-08-30,Active,1.4
C0006250,2025-12-28,2025-10-20,14,10665.4,4,5,5,5,555,Champions,Daniel Taylor,Non-binary,45,Seattle,Washington,United States,2025-10-20,Active,0.6
C0006251,2025-05-20,2024-07-13,4,590.94,226,2,4,2,242,At Risk,Zara Taylor,Male,41,Austin,Texas,United States,2024-01-19,At Risk,52.1
C0006252,2025-11-20,2025-11-13,2,293.78,42,4,3,2,432,Potential Loyalists,Zara Thomas,Male,38,Toronto,Ontario,Canada,2024-03-11,Active,30.3
C0006253,2025-01-12,2025-01-12,1,459.65,354,1,1,2,112,Lost Customers,Ravi Gupta,Male,33,New Delhi,Delhi,India,2023-02-11,At Risk,89.3
C0006254,2025-09-03,2025-09-03,1,4076.05,120,3,1,5,315,Need Nurture,Daniel Patel,Female,33,Phoenix,Arizona,United States,2023-04-17,Needs Attention,42.1
C0006255,2025-07-17,2025-04-22,2,2540.86,168,2,3,4,234,At Risk,Priya Gupta,Female,18,Boston,Massachusetts,United States,2025-04-08,Needs Attention,41.3
C0006256,2024-10-06,2024-10-06,1,657.44,452,1,1,2,112,Lost Customers,Hannah Lee,Female,43,Chicago,Illinois,United States,2022-12-05,Lost,100.0
C0006257,2024-11-11,2024-11-11,1,2248.23,416,1,1,4,114,Lost Customers,Ravi Wilson,Female,53,Bengaluru,Karnataka,India,2024-01-29,Lost,90.7
C0006258,2025-07-12,2025-07-12,1,916.4,173,2,1,3,213,Need Nurture,Ravi Martinez,Female,41,Dallas,Texas,United States,2025-06-23,Needs Attention,58.1
C0006259,2023-09-18,2023-09-18,1,108.06,836,1,1,1,111,Lost Customers,Grace Singh,Male,37,San Francisco,California,United States,2023-05-27,Lost,100.0
C0006260,2025-08-15,2024-05-28,4,1891.9,139,3,4,3,343,Loyal Customers,Daniel Lee,Male,44,Dallas,Texas,United States,2024-04-16,Needs Attention,34.9
C0006261,2025-12-28,2025-08-11,7,2533.18,4,5,5,4,554,Champions,Zara Anderson,Female,18,Atlanta,Georgia,United States,2025-08-11,Active,4.6
C0006262,2025-01-17,2025-01-17,1,35.57,349,2,1,1,211,Need Nurture,Hannah Davis,Male,31,Austin,Texas,United States,2024-03-21,At Risk,92.6
C0006263,2023-11-21,2023-11-21,1,28.92,772,1,1,1,111,Lost Customers,Grace Robinson,Male,36,London,England,United Kingdom,2022-11-14,Lost,100.0
C0006264,2025-07-21,2025-06-02,3,4437.16,164,2,3,5,235,At Risk,Maya Johnson,Female,18,Denver,Colorado,United States,2025-04-04,Needs Attention,36.7
C0006265,2025-12-31,2025-11-15,25,16476.66,1,5,5,5,555,Champions,Theo Johnson,Male,39,Mumbai,Maharashtra,India,2025-11-15,Active,0.2
C0006266,2025-12-31,2025-12-31,1,43.51,1,5,1,1,511,New Customers,Amelia Brown,Female,18,Mumbai,Maharashtra,India,2023-10-06,Active,40.2
C0006267,2025-12-30,2024-04-13,3,3257.34,2,5,3,4,534,Potential Loyalists,Zara Smith,Male,45,Austin,Texas,United States,2024-03-02,Active,16.3
C0006268,2023-08-31,2023-08-31,1,200.53,854,1,1,1,111,Lost Customers,Grace Brown,Female,40,Denver,Colorado,United States,2023-08-07,Lost,100.0
C0006269,2025-08-29,2025-08-29,1,501.68,125,3,1,2,312,Need Nurture,Aarav Martinez,Female,35,Toronto,Ontario,Canada,2025-08-20,Needs Attention,54.8
C0006270,2024-08-18,2024-08-18,1,291.24,501,1,1,1,111,Lost Customers,Daniel Johnson,Female,46,Los Angeles,California,United States,2023-12-24,Lost,100.0
C0006271,2025-06-15,2025-06-15,1,507.62,200,2,1,2,212,Need Nurture,Hannah Thomas,Female,39,New York,New York,United States,2024-11-19,At Risk,66.1
C0006272,2025-12-11,2025-10-23,3,1790.58,21,4,3,3,433,Potential Loyalists,Maya Robinson,Male,43,San Francisco,California,United States,2025-09-29,Active,23.2
C0006273,2025-08-24,2025-08-24,1,85.61,130,3,1,1,311,Need Nurture,Kai Brown,Male,40,San Francisco,California,United States,2025-04-29,Needs Attention,59.6
C0006274,2025-12-25,2025-07-08,3,1454.78,7,5,3,3,533,Potential Loyalists,Amelia Patel,Female,27,New York,New York,United States,2025-05-02,Active,21.1
C0006275,2024-05-03,2023-07-06,3,1492.48,608,1,3,3,133,At Risk,Isabella Davis,Male,56,Sydney,New South Wales,Australia,2022-12-18,Lost,100.0
C0006276,2025-03-30,2025-03-30,1,690.83,277,2,1,2,212,Need Nurture,Benjamin Miller,Female,52,Seattle,Washington,United States,2025-02-25,At Risk,77.7
C0006277,2025-08-10,2025-08-10,1,1027.84,144,2,1,3,213,Need Nurture,Camila Garcia,Female,42,Toronto,Ontario,Canada,2024-05-20,Needs Attention,53.7
C0006278,2025-11-11,2023-12-08,2,937.61,51,4,3,3,433,Potential Loyalists,Mia Sharma,Male,39,Bengaluru,Karnataka,India,2022-11-12,Active,27.7
C0006279,2025-07-22,2025-04-08,3,2771.14,163,2,3,4,234,At Risk,Priya Lee,Female,46,Dallas,Texas,United States,2025-03-30,Needs Attention,40.6
C0006280,2025-12-22,2025-06-18,11,6933.82,10,5,5,5,555,Champions,Amelia Kim,Female,52,Vancouver,British Columbia,Canada,2025-06-12,Active,1.5
C0006281,2023-11-03,2023-11-03,1,105.54,790,1,1,1,111,Lost Customers,Liam Taylor,Male,60,New Delhi,Delhi,India,2023-05-09,Lost,100.0
C0006282,2025-07-09,2025-04-29,2,1653.47,176,2,3,3,233,At Risk,Grace Kim,Female,31,Denver,Colorado,United States,2024-04-16,Needs Attention,46.5
C0006283,2025-12-04,2024-02-09,5,4080.05,28,4,4,5,445,Champions,Ethan Garcia,Male,50,Miami,Florida,United States,2023-09-19,Active,10.2
C0006284,2025-12-25,2025-12-25,1,618.0,7,5,1,2,512,New Customers,Mia Martinez,Male,36,New York,New York,United States,2024-03-07,Active,37.1
C0006285,2025-08-28,2024-03-25,5,2866.89,126,3,4,4,344,Loyal Customers,Camila Smith,Female,18,Bengaluru,Karnataka,India,2024-02-19,Needs Attention,29.0
C0006286,2025-10-10,2024-11-21,3,5442.02,83,3,3,5,335,Need Nurture,Olivia Brown,Prefer not to say,47,Melbourne,Victoria,Australia,2024-10-13,Active,24.5
C0006287,2024-07-04,2024-07-04,1,869.43,546,1,1,2,112,Lost Customers,Grace Gupta,Female,55,New York,New York,United States,2024-03-20,Lost,100.0
C0006288,2025-12-15,2024-11-24,4,1692.03,17,5,4,3,543,Loyal Customers,Alex Miller,Female,49,Mumbai,Maharashtra,India,2024-11-20,Active,16.6
C0006289,2025-11-10,2025-11-10,1,35.45,52,4,1,1,411,New Customers,Olivia Garcia,Female,35,Mumbai,Maharashtra,India,2023-12-16,Active,47.8
C0006290,2025-12-05,2025-01-15,11,5583.69,27,4,5,5,455,Champions,Ravi Singh,Male,42,Bengaluru,Karnataka,India,2024-12-17,Active,4.1
C0006291,2025-11-16,2024-04-07,3,1739.01,46,4,3,3,433,Potential Loyalists,Kai Brown,Male,45,Los Angeles,California,United States,2024-03-13,Active,26.9
C0006292,2025-11-26,2025-07-28,2,1202.6,36,4,3,3,433,Potential Loyalists,Noah Gupta,Female,44,Chicago,Illinois,United States,2025-04-18,Active,25.4
C0006293,2025-06-29,2023-11-18,5,1044.34,186,2,4,3,243,Loyal Customers,Amelia Miller,Male,52,Phoenix,Arizona,United States,2023-10-08,At Risk,42.0
C0006294,2025-11-25,2023-03-08,16,8792.37,37,4,5,5,455,Champions,Ethan Taylor,Female,48,Dallas,Texas,United States,2023-03-08,Active,5.6
C0006295,2025-12-02,2025-11-07,3,3268.07,30,4,3,4,434,Potential Loyalists,Ethan Khan,Female,30,London,England,United Kingdom,2025-10-15,Active,20.5
C0006296,2025-03-14,2023-11-09,2,1931.89,293,2,3,3,233,At Risk,Olivia Gupta,Male,37,Manchester,England,United Kingdom,2023-09-14,At Risk,64.2
C0006297,2025-11-19,2025-11-19,1,194.73,43,4,1,1,411,New Customers,Ethan Thomas,Male,31,Sydney,New South Wales,Australia,2023-07-16,Active,46.5
C0006298,2023-08-11,2023-02-15,2,366.51,874,1,3,2,132,At Risk,Noah Martinez,Female,39,Denver,Colorado,United States,2022-11-01,Lost,100.0
C0006299,2025-12-29,2024-11-21,2,3602.31,3,5,3,4,534,Potential Loyalists,Daniel Garcia,Male,18,Bengaluru,Karnataka,India,2023-08-14,Active,16.5
C0006300,2025-11-19,2023-10-27,7,3868.8,43,4,5,4,454,Champions,Liam Taylor,Female,60,Manchester,England,United Kingdom,2023-10-22,Active,10.5
C0006301,2025-01-10,2025-01-10,1,564.02,356,1,1,2,112,Lost Customers,Benjamin Anderson,Male,28,Vancouver,British Columbia,Canada,2024-10-03,At Risk,89.6
C0006302,2025-12-18,2025-02-22,3,3218.95,14,5,3,4,534,Potential Loyalists,James Sharma,Male,31,Seattle,Washington,United States,2025-02-19,Active,18.1
C0006303,2025-12-08,2025-10-14,4,1586.0,24,4,4,3,443,Loyal Customers,Alex Thomas,Male,38,Bengaluru,Karnataka,India,2025-10-03,Active,17.6
C0006304,2025-02-25,2025-02-25,1,432.62,310,2,1,2,212,Need Nurture,Noah Miller,Male,20,New York,New York,United States,2023-02-15,At Risk,82.7
C0006305,2025-12-17,2024-07-13,5,5368.32,15,5,4,5,545,Champions,Aarav Thomas,Male,33,London,England,United Kingdom,2023-10-26,Active,8.3
C0006306,2025-12-29,2023-12-09,6,6210.6,3,5,4,5,545,Champions,Zara Patel,Female,39,Sydney,New South Wales,Australia,2023-11-02,Active,6.5
C0006307,2025-06-10,2025-06-10,1,90.86,205,2,1,1,211,Need Nurture,Priya Miller,Female,57,Austin,Texas,United States,2025-06-10,At Risk,70.9
C0006308,2025-12-16,2025-10-27,3,1118.06,16,5,3,3,533,Potential Loyalists,Kai Chen,Female,39,Phoenix,Arizona,United States,2025-08-31,Active,22.4
C0006309,2025-07-26,2025-07-26,1,2503.86,159,2,1,4,214,Need Nurture,Sofia Davis,Female,32,San Francisco,California,United States,2024-09-09,Needs Attention,52.0
C0006310,2023-05-31,2023-05-31,1,1002.75,946,1,1,3,113,Lost Customers,Priya Robinson,Male,23,Sydney,New South Wales,Australia,2022-07-04,Lost,100.0
C0006311,2023-08-10,2023-08-10,1,1678.46,875,1,1,3,113,Lost Customers,Amelia Robinson,Female,63,Miami,Florida,United States,2022-04-29,Lost,100.0
C0006312,2025-02-11,2025-02-11,1,1081.34,324,2,1,3,213,Need Nurture,Noah Patel,Female,38,Austin,Texas,United States,2023-07-28,At Risk,80.8
C0006313,2025-08-01,2023-09-16,3,3084.34,153,2,3,4,234,At Risk,Fatima Garcia,Female,38,Vancouver,British Columbia,Canada,2023-03-05,Needs Attention,39.1
C0006314,2025-02-12,2025-02-12,1,320.87,323,2,1,2,212,Need Nurture,Ravi Brown,Female,21,New York,New York,United States,2024-04-11,At Risk,84.7
C0006315,2025-07-13,2024-12-04,2,323.03,172,2,3,2,232,At Risk,Ravi Brown,Male,43,New York,New York,United States,2024-10-17,Needs Attention,49.9
C0006316,2025-05-28,2025-05-28,1,2171.23,218,2,1,4,214,Need Nurture,Theo Chen,Female,30,Boston,Massachusetts,United States,2025-02-01,At Risk,60.8
C0006317,2025-04-21,2025-04-21,1,198.45,255,2,1,1,211,Need Nurture,Hannah Garcia,Prefer not to say,55,Phoenix,Arizona,United States,2025-01-24,At Risk,78.4
C0006318,2024-06-29,2024-06-29,1,831.19,551,1,1,2,112,Lost Customers,Aria Wilson,Male,43,New York,New York,United States,2023-12-29,Lost,100.0
C0006319,2024-12-26,2024-01-30,2,270.85,371,1,3,1,131,At Risk,Amelia Singh,Male,39,New York,New York,United States,2022-07-26,Lost,83.9
C0006320,2025-09-26,2024-09-03,5,2428.23,97,3,4,4,344,Loyal Customers,Aria Davis,Male,21,Melbourne,Victoria,Australia,2023-11-11,Needs Attention,24.6
C0006321,2025-12-02,2025-05-23,3,516.07,30,4,3,2,432,Potential Loyalists,Zara Johnson,Female,36,San Francisco,California,United States,2025-03-16,Active,28.5
C0006322,2025-12-23,2025-04-08,6,4146.17,9,5,4,5,545,Champions,Kai Taylor,Male,34,Los Angeles,California,United States,2025-02-22,Active,7.4
C0006323,2025-05-02,2025-05-02,1,863.19,244,2,1,2,212,Need Nurture,Ethan Kim,Male,38,Los Angeles,California,United States,2024-10-28,At Risk,72.8
C0006324,2025-03-21,2024-12-18,2,297.37,286,2,3,2,232,At Risk,Hannah Gupta,Female,18,Boston,Massachusetts,United States,2024-10-04,At Risk,67.1
C0006325,2025-09-29,2025-04-05,2,1127.3,94,3,3,3,333,Need Nurture,Aria Johnson,Male,26,Boston,Massachusetts,United States,2024-12-23,Needs Attention,34.2
C0006326,2023-12-16,2023-12-16,1,83.63,747,1,1,1,111,Lost Customers,Kai Khan,Female,31,Mumbai,Maharashtra,India,2023-06-06,Lost,100.0
C0006327,2025-12-27,2025-08-29,12,7044.42,5,5,5,5,555,Champions,Grace Martinez,Female,43,Austin,Texas,United States,2025-08-28,Active,0.8
C0006328,2025-02-13,2025-02-13,1,542.23,322,2,1,2,212,Need Nurture,Olivia Miller,Female,18,Austin,Texas,United States,2023-11-16,At Risk,84.5
C0006329,2025-11-14,2025-11-14,1,118.27,48,4,1,1,411,New Customers,Aarav Martinez,Female,54,Phoenix,Arizona,United States,2024-09-07,Active,47.2
C0006330,2025-11-05,2023-12-14,9,5645.51,57,3,5,5,355,Loyal Customers,Theo Patel,Male,52,Seattle,Washington,United States,2023-07-01,Active,8.6
C0006331,2025-06-26,2024-03-02,4,3510.61,189,2,4,4,244,Loyal Customers,Aisha Gupta,Female,25,New York,New York,United States,2023-11-01,At Risk,38.5
