customer_id,customer_name,valid_orders,revenue,last_purchase_date,recency_days,churn_status
C0004749,Ravi Wilson,5,5433.74,2024-12-28,369,Lost
C0047059,Alex Kim,7,5422.21,2025-01-08,358,At Risk
C0023009,Ravi Lee,7,5419.06,2025-03-05,302,At Risk
C0048384,Liam Robinson,3,5416.62,2025-05-10,236,At Risk
C0022926,Olivia Miller,8,5415.43,2025-02-05,330,At Risk
C0016490,Ravi Garcia,3,5411.99,2024-07-22,528,Lost
C0029296,Sofia Wilson,2,5411.51,2024-11-09,418,Lost
C0021445,Camila Patel,10,5406.81,2025-05-06,240,At Risk
C0046394,Hannah Wilson,3,5405.03,2025-06-09,206,At Risk
C0015335,Liam Brown,8,5400.26,2025-07-03,182,At Risk
C0021371,Fatima Chen,5,5398.65,2025-04-18,258,At Risk
C0006173,Aria Smith,6,5397.61,2025-03-29,278,At Risk
C0023299,James Patel,8,5389.74,2025-06-05,210,At Risk
C0042080,Aarav Johnson,3,5388.98,2025-05-21,225,At Risk
C0005220,Aarav Kim,6,5383.39,2025-06-15,200,At Risk
C0023813,Sofia Robinson,5,5380.68,2024-09-23,465,Lost
C0030050,Priya Taylor,4,5377.17,2025-04-03,273,At Risk
C0048566,Benjamin Thomas,5,5371.97,2024-12-02,395,Lost
C0026438,Alex Martinez,2,5369.85,2024-12-27,370,Lost
C0019900,Hannah Johnson,7,5363.01,2025-02-08,327,At Risk
C0039958,Amelia Lee,5,5359.7,2025-04-13,263,At Risk
C0012133,Alex Patel,4,5356.66,2025-04-08,268,At Risk
C0049494,Theo Sharma,4,5349.66,2025-04-15,261,At Risk
C0024194,Fatima Sharma,2,5343.56,2025-01-09,357,At Risk
C0010152,Amelia Khan,11,5342.69,2025-05-30,216,At Risk
C0035043,Priya Brown,12,5332.56,2025-05-28,218,At Risk
C0011801,Alex Anderson,3,5331.97,2025-06-18,197,At Risk
C0014963,Hannah Chen,6,5326.64,2024-12-25,372,Lost
C0002480,Kai Johnson,6,5324.4,2024-09-19,469,Lost
C0045490,Maya Patel,6,5314.61,2024-04-24,617,Lost
C0030748,Mia Patel,7,5297.46,2025-06-20,195,At Risk
C0026197,Isabella Anderson,7,5289.27,2025-06-05,210,At Risk
C0042646,Mia Singh,5,5282.49,2025-03-22,285,At Risk
C0000395,Alex Wilson,2,5277.36,2025-02-23,312,At Risk
C0014514,Benjamin Johnson,7,5273.64,2024-12-10,387,Lost
C0006530,Kai Davis,7,5268.25,2025-06-05,210,At Risk
C0007433,Aarav Garcia,5,5266.49,2025-06-17,198,At Risk
C0024410,Kai Garcia,3,5259.52,2024-12-27,370,Lost
C0028262,Kai Wilson,4,5258.45,2025-06-18,197,At Risk
C0001204,Theo Gupta,4,5251.99,2025-06-20,195,At Risk
C0019267,Ravi Sharma,9,5249.92,2025-05-15,231,At Risk
C0015969,Grace Robinson,9,5232.03,2025-05-16,230,At Risk
C0017097,Grace Robinson,7,5231.42,2025-03-06,301,At Risk
C0034874,Isabella Garcia,5,5230.62,2025-05-09,237,At Risk
C0043486,Amelia Johnson,5,5230.03,2024-06-10,570,Lost
C0031535,Noah Garcia,3,5229.57,2025-01-24,342,At Risk
C0032790,Theo Brown,7,5221.29,2025-06-24,191,At Risk
C0039521,Grace Gupta,3,5220.12,2025-06-16,199,At Risk
C0046428,Noah Robinson,8,5219.77,2025-06-08,207,At Risk
C0016350,Theo Taylor,7,5216.8,2025-03-21,286,At Risk
C0019368,Noah Garcia,6,5199.83,2025-06-18,197,At Risk
C0016502,Alex Chen,2,5195.74,2025-03-08,299,At Risk
C0042118,Aisha Taylor,12,5189.1,2025-07-03,182,At Risk
C0021452,Noah Lee,3,5187.18,2024-12-13,384,Lost
C0003297,Zara Chen,3,5184.21,2025-07-02,183,At Risk
C0017049,Daniel Lee,4,5182.05,2025-04-29,247,At Risk
C0032857,Aisha Anderson,3,5178.3,2025-05-17,229,At Risk
C0033630,Kai Brown,2,5177.95,2024-11-30,397,Lost
C0049338,Benjamin Smith,5,5172.55,2024-03-30,642,Lost
C0036030,Benjamin Martinez,3,5168.97,2025-04-21,255,At Risk
C0007004,Noah Thomas,3,5166.49,2024-11-19,408,Lost
C0032274,Aarav Singh,2,5164.89,2023-11-06,787,Lost
C0028847,Fatima Singh,10,5155.29,2025-06-10,205,At Risk
C0002548,Ravi Martinez,7,5152.7,2024-12-18,379,Lost
C0047959,Amelia Taylor,6,5152.68,2025-02-04,331,At Risk
C0020419,Theo Johnson,3,5146.95,2023-09-05,849,Lost
C0024796,Kai Robinson,6,5146.46,2025-03-23,284,At Risk
C0026695,Isabella Gupta,6,5144.94,2025-05-26,220,At Risk
C0010798,Olivia Sharma,7,5135.81,2025-03-11,296,At Risk
C0043484,Alex Patel,5,5116.47,2024-09-17,471,Lost
C0047601,Aisha Thomas,4,5113.55,2024-11-01,426,Lost
C0038141,Zara Garcia,7,5107.47,2025-06-03,212,At Risk
C0016696,Amelia Singh,7,5102.71,2025-03-15,292,At Risk
C0029176,Aisha Thomas,3,5098.52,2024-09-15,473,Lost
C0013466,Mia Khan,4,5097.81,2025-03-02,305,At Risk
C0019647,Aarav Miller,3,5086.99,2025-05-03,243,At Risk
C0014830,Theo Khan,6,5086.74,2025-03-18,289,At Risk
C0001187,Aarav Wilson,4,5083.16,2024-12-30,367,Lost
C0038296,Olivia Davis,8,5080.05,2025-05-11,235,At Risk
C0029950,Liam Martinez,4,5071.32,2024-11-18,409,Lost
C0047686,James Anderson,6,5062.53,2024-12-08,389,Lost
C0001251,Liam Martinez,6,5062.41,2024-08-14,505,Lost
C0038504,Zara Singh,6,5053.13,2025-06-21,194,At Risk
C0013578,Aarav Lee,6,5049.74,2025-04-10,266,At Risk
C0006591,Liam Thomas,3,5049.08,2025-01-10,356,At Risk
C0009439,Zara Chen,4,5049.05,2025-03-17,290,At Risk
C0017830,Amelia Khan,6,5045.28,2025-04-01,275,At Risk
C0037592,Aarav Thomas,5,5030.4,2024-11-05,422,Lost
C0048526,Aria Khan,2,5028.83,2024-04-14,627,Lost
C0011836,Grace Khan,2,5022.16,2025-05-26,220,At Risk
C0024079,Aarav Patel,6,5018.61,2024-05-29,582,Lost
C0004463,Theo Khan,10,5016.23,2025-03-07,300,At Risk
C0004367,Liam Smith,5,5014.23,2024-04-18,623,Lost
C0047642,Liam Chen,3,5011.69,2024-11-11,416,Lost
C0046527,Ravi Patel,6,5006.73,2024-12-09,388,Lost
C0018795,Isabella Kim,3,5002.3,2025-05-02,244,At Risk
C0021306,Grace Smith,3,5001.11,2025-06-04,211,At Risk
C0021551,Zara Martinez,3,4998.15,2025-04-27,249,At Risk
C0038987,Hannah Davis,8,4991.11,2025-05-20,226,At Risk
C0047886,Aria Brown,5,4980.13,2025-04-21,255,At Risk
C0044406,Liam Thomas,3,4978.62,2024-12-28,369,Lost
C0043673,James Martinez,6,4977.23,2024-09-17,471,Lost
C0048635,Hannah Thomas,6,4976.13,2025-06-24,191,At Risk
C0015735,Noah Johnson,3,4974.78,2025-06-14,201,At Risk
C0045515,Daniel Gupta,3,4973.95,2024-07-14,536,Lost
C0032534,Aisha Sharma,3,4971.96,2024-04-09,632,Lost
C0041597,Alex Anderson,3,4969.64,2024-11-04,423,Lost
C0039593,Priya Anderson,4,4969.26,2025-05-05,241,At Risk
C0009071,Liam Davis,5,4965.67,2025-01-04,362,At Risk
C0009087,Zara Taylor,3,4962.87,2025-01-25,341,At Risk
C0039235,Noah Johnson,6,4962.74,2024-12-24,373,Lost
C0003314,Sofia Smith,4,4938.76,2025-06-15,200,At Risk
C0009240,Noah Kim,2,4937.41,2024-05-03,608,Lost
C0035634,Benjamin Robinson,6,4934.85,2025-04-30,246,At Risk
C0027845,Olivia Sharma,3,4929.64,2024-09-18,470,Lost
C0035111,Aisha Khan,8,4920.41,2025-06-26,189,At Risk
C0043299,Liam Johnson,3,4919.84,2024-12-06,391,Lost
C0025413,Ethan Smith,3,4916.82,2025-04-07,269,At Risk
C0011486,Kai Miller,7,4911.27,2025-06-22,193,At Risk
C0040132,Noah Khan,4,4908.77,2025-05-10,236,At Risk
C0040283,Kai Kim,9,4907.49,2024-10-30,428,Lost
C0032401,Isabella Davis,5,4905.55,2024-09-01,487,Lost
C0022390,Kai Anderson,3,4899.04,2024-12-24,373,Lost
C0005144,James Chen,4,4893.74,2025-05-13,233,At Risk
C0017584,Amelia Brown,3,4892.62,2024-09-02,486,Lost
C0024748,Maya Taylor,2,4887.28,2025-06-07,208,At Risk
C0025858,Amelia Garcia,6,4878.03,2025-03-27,280,At Risk
C0002952,Amelia Miller,9,4877.91,2025-05-11,235,At Risk
C0037472,Kai Khan,6,4874.39,2025-05-30,216,At Risk
C0018404,Aarav Smith,8,4867.39,2025-06-02,213,At Risk
C0041648,Amelia Khan,5,4864.32,2025-01-19,347,At Risk
C0041004,Isabella Miller,8,4859.76,2025-06-27,188,At Risk
C0006996,Isabella Chen,7,4859.73,2025-06-17,198,At Risk
C0046554,Aria Gupta,4,4858.08,2025-01-23,343,At Risk
C0044300,Zara Singh,2,4857.86,2025-01-10,356,At Risk
C0026357,Theo Patel,5,4855.72,2025-05-09,237,At Risk
C0025993,Aria Johnson,3,4853.43,2025-05-31,215,At Risk
C0010465,Olivia Singh,2,4850.52,2025-05-24,222,At Risk
C0049765,Theo Robinson,6,4845.77,2025-04-13,263,At Risk
C0047214,Benjamin Chen,5,4843.07,2025-06-23,192,At Risk
C0026164,Fatima Martinez,9,4842.71,2025-03-22,285,At Risk
C0011562,Aria Sharma,3,4839.0,2025-06-06,209,At Risk
C0014859,Mia Smith,5,4833.69,2024-03-18,654,Lost
C0009157,Daniel Thomas,3,4831.87,2025-03-31,276,At Risk
C0030957,Aarav Garcia,2,4831.22,2025-01-09,357,At Risk
C0015125,Alex Anderson,7,4828.89,2025-03-10,297,At Risk
C0023053,Daniel Gupta,2,4826.96,2024-11-18,409,Lost
C0031725,Maya Gupta,5,4819.11,2025-04-03,273,At Risk
C0007274,Isabella Taylor,5,4818.15,2025-04-16,260,At Risk
C0025956,Noah Thomas,5,4815.37,2024-11-29,398,Lost
C0006974,Camila Sharma,4,4812.79,2025-06-18,197,At Risk
C0040865,Maya Gupta,5,4800.97,2025-06-14,201,At Risk
C0024287,Noah Smith,2,4800.29,2025-01-29,337,At Risk
C0035389,Camila Patel,8,4800.0,2025-01-30,336,At Risk
C0030480,Liam Smith,5,4798.93,2025-02-25,310,At Risk
C0031430,Amelia Singh,9,4796.65,2025-05-06,240,At Risk
C0049372,Aisha Martinez,7,4794.74,2025-04-29,247,At Risk
C0042946,Amelia Patel,5,4793.2,2025-06-16,199,At Risk
C0042883,Alex Robinson,2,4791.86,2025-02-26,309,At Risk
C0011373,Hannah Chen,3,4787.63,2024-12-29,368,Lost
C0043231,Camila Taylor,5,4782.33,2025-04-18,258,At Risk
C0028237,Camila Johnson,2,4778.72,2025-05-27,219,At Risk
C0030101,Sofia Robinson,4,4778.18,2025-04-08,268,At Risk
C0029958,Amelia Lee,5,4775.83,2025-05-26,220,At Risk
C0012728,Maya Miller,4,4774.82,2024-12-07,390,Lost
C0038410,Ravi Wilson,5,4774.64,2025-05-31,215,At Risk
C0021994,Kai Wilson,7,4774.29,2025-06-29,186,At Risk
C0017421,Aria Lee,6,4773.18,2024-08-22,497,Lost
C0035926,Benjamin Taylor,6,4762.92,2025-04-23,253,At Risk
C0041908,Noah Wilson,3,4762.79,2025-03-01,306,At Risk
C0027654,Benjamin Robinson,3,4759.52,2025-04-13,263,At Risk
C0042213,Hannah Kim,8,4759.22,2025-07-03,182,At Risk
C0032367,Olivia Smith,3,4758.72,2024-12-01,396,Lost
C0029684,Grace Kim,3,4758.06,2025-01-07,359,At Risk
C0010187,Theo Smith,2,4757.15,2025-03-18,289,At Risk
C0042203,Aria Miller,6,4752.66,2025-01-28,338,At Risk
C0037899,Aarav Patel,3,4751.43,2025-02-08,327,At Risk
C0037596,Noah Davis,7,4744.88,2025-02-11,324,At Risk
C0015477,Sofia Martinez,3,4740.15,2025-05-27,219,At Risk
C0015937,Ravi Kim,5,4735.03,2025-04-23,253,At Risk
C0002336,Noah Anderson,8,4734.83,2025-07-04,181,At Risk
C0025887,Ethan Brown,6,4733.25,2025-03-18,289,At Risk
C0018093,Hannah Taylor,3,4727.67,2025-07-04,181,At Risk
C0012191,Daniel Lee,2,4727.08,2025-03-11,296,At Risk
C0013880,Sofia Smith,10,4725.66,2025-05-15,231,At Risk
C0034698,Grace Garcia,5,4719.94,2024-12-30,367,Lost
C0019334,Kai Smith,4,4712.12,2025-02-10,325,At Risk
C0031923,Aarav Patel,6,4710.22,2025-02-05,330,At Risk
C0036864,Ravi Brown,11,4704.84,2025-05-13,233,At Risk
C0007040,Aarav Wilson,4,4703.07,2025-04-08,268,At Risk
C0034236,Daniel Smith,6,4699.12,2025-06-29,186,At Risk
C0039876,Daniel Thomas,4,4695.27,2024-12-30,367,Lost
C0046781,Alex Taylor,7,4693.48,2025-05-30,216,At Risk
C0034808,Isabella Johnson,2,4692.56,2025-03-26,281,At Risk
C0018890,Grace Martinez,7,4688.26,2025-05-20,226,At Risk
C0028642,Sofia Brown,2,4687.47,2024-12-30,367,Lost
C0015743,Benjamin Robinson,6,4685.72,2025-05-06,240,At Risk
C0044942,Alex Patel,4,4674.67,2024-03-24,648,Lost
C0040848,Mia Brown,5,4670.96,2025-01-09,357,At Risk
C0048934,Grace Garcia,5,4669.92,2025-03-02,305,At Risk
C0032126,Aarav Miller,7,4667.78,2025-02-20,315,At Risk
C0014648,Ravi Singh,7,4666.89,2025-06-19,196,At Risk
C0007362,Zara Miller,8,4664.94,2025-06-13,202,At Risk
C0015185,Daniel Robinson,6,4664.89,2024-12-11,386,Lost
C0042777,Aria Smith,2,4658.19,2025-03-02,305,At Risk
C0021327,Aria Martinez,7,4656.5,2025-06-26,189,At Risk
C0043945,James Garcia,4,4655.11,2024-08-24,495,Lost
C0039500,Mia Martinez,6,4652.19,2025-07-01,184,At Risk
C0014072,Sofia Patel,4,4649.1,2025-02-15,320,At Risk
C0023616,Aarav Martinez,4,4648.99,2024-11-03,424,Lost
C0012847,Kai Gupta,5,4647.21,2025-05-25,221,At Risk
C0042387,Camila Patel,3,4646.88,2024-10-10,448,Lost
C0035723,Daniel Singh,9,4645.46,2025-06-16,199,At Risk
C0022148,Liam Davis,4,4645.44,2025-07-02,183,At Risk
C0029075,Priya Wilson,6,4642.84,2025-05-31,215,At Risk
C0004724,Liam Sharma,3,4636.01,2024-02-19,682,Lost
C0044915,Maya Wilson,3,4630.77,2024-04-11,630,Lost
C0008821,Theo Gupta,4,4628.39,2025-05-11,235,At Risk
C0041195,Isabella Martinez,5,4627.94,2025-05-16,230,At Risk
C0014219,Aisha Khan,4,4626.36,2025-06-22,193,At Risk
C0015124,James Johnson,3,4625.49,2023-10-04,820,Lost
C0026174,Isabella Patel,6,4624.64,2025-05-29,217,At Risk
C0034447,Camila Wilson,2,4621.37,2024-12-30,367,Lost
C0048840,Hannah Thomas,4,4620.45,2024-11-08,419,Lost
C0020330,Alex Martinez,4,4611.06,2024-11-14,413,Lost
C0033468,Priya Davis,3,4609.34,2025-06-29,186,At Risk
C0003769,Ethan Wilson,3,4589.46,2024-11-12,415,Lost
C0038244,Ethan Davis,2,4586.55,2024-11-21,406,Lost
C0010553,Maya Robinson,6,4576.4,2025-04-20,256,At Risk
C0019963,Amelia Martinez,4,4575.91,2025-06-20,195,At Risk
C0005606,Isabella Taylor,4,4563.01,2024-12-05,392,Lost
C0006139,Aarav Smith,7,4560.58,2025-05-22,224,At Risk
C0005481,Daniel Smith,2,4558.68,2025-05-06,240,At Risk
C0000398,Aria Miller,4,4558.2,2025-01-11,355,At Risk
C0020450,Grace Johnson,6,4547.97,2025-04-03,273,At Risk
C0026155,Theo Thomas,6,4547.96,2025-06-08,207,At Risk
C0034729,Benjamin Thomas,6,4545.47,2024-12-16,381,Lost
C0041264,Ravi Miller,6,4544.94,2025-03-30,277,At Risk
C0017835,Kai Gupta,4,4540.86,2024-09-22,466,Lost
C0002744,Zara Brown,3,4538.69,2025-05-23,223,At Risk
C0001262,Camila Garcia,3,4538.4,2025-02-17,318,At Risk
C0032450,Ravi Patel,5,4536.69,2025-03-11,296,At Risk
C0047220,Aarav Davis,2,4531.94,2025-01-08,358,At Risk
C0012362,Ravi Gupta,9,4530.35,2025-04-25,251,At Risk
C0031480,Daniel Lee,5,4527.49,2025-06-22,193,At Risk
C0048752,Ethan Johnson,3,4520.89,2025-01-26,340,At Risk
C0002406,Aria Wilson,5,4519.69,2025-06-24,191,At Risk
C0009245,Amelia Taylor,6,4518.85,2025-03-28,279,At Risk
C0003214,Aisha Martinez,4,4516.54,2025-01-09,357,At Risk
C0003249,Theo Martinez,4,4515.63,2025-06-25,190,At Risk
C0018351,Aisha Singh,3,4511.75,2025-04-08,268,At Risk
C0037077,Hannah Robinson,4,4510.01,2025-05-20,226,At Risk
C0015153,Mia Singh,4,4509.51,2024-11-15,412,Lost
C0018840,James Brown,4,4508.82,2025-03-09,298,At Risk
C0021898,Priya Johnson,5,4502.88,2024-11-16,411,Lost
C0004316,Aisha Kim,3,4502.78,2025-01-23,343,At Risk
C0024636,Kai Gupta,4,4502.33,2025-06-16,199,At Risk
C0015219,Fatima Chen,4,4501.08,2025-02-10,325,At Risk
C0044302,Aria Garcia,3,4493.05,2024-08-14,505,Lost
C0027532,Ethan Singh,4,4492.88,2025-05-03,243,At Risk
C0013420,Maya Khan,4,4486.69,2024-04-08,633,Lost
C0050000,Priya Johnson,5,4479.87,2024-10-19,439,Lost
C0040923,Benjamin Khan,6,4472.55,2024-12-29,368,Lost
C0031502,Aarav Patel,4,4467.12,2025-05-16,230,At Risk
C0022134,Priya Lee,6,4465.12,2025-04-06,270,At Risk
C0006839,Benjamin Gupta,3,4459.57,2024-11-06,421,Lost
C0032030,Aarav Sharma,4,4457.17,2025-05-23,223,At Risk
C0001786,Hannah Robinson,8,4456.87,2025-05-21,225,At Risk
C0038564,Grace Johnson,4,4452.47,2025-03-17,290,At Risk
C0023019,James Davis,6,4448.62,2024-12-20,377,Lost
C0048444,Camila Anderson,4,4446.75,2024-05-11,600,Lost
C0027413,Isabella Johnson,4,4443.19,2025-05-05,241,At Risk
C0009799,Ravi Smith,4,4442.93,2025-06-17,198,At Risk
C0016602,Amelia Sharma,7,4439.71,2025-02-27,308,At Risk
C0041006,Priya Gupta,4,4438.14,2024-12-18,379,Lost
C0013023,Grace Kim,6,4433.34,2025-02-13,322,At Risk
C0018950,Hannah Lee,5,4432.08,2025-03-16,291,At Risk
C0019492,Ravi Sharma,11,4431.5,2025-06-21,194,At Risk
C0014047,Priya Sharma,8,4430.84,2025-04-01,275,At Risk
C0026669,Kai Davis,2,4428.56,2024-08-16,503,Lost
C0041400,Noah Martinez,4,4426.48,2024-08-03,516,Lost
C0048547,Theo Kim,4,4425.53,2025-04-16,260,At Risk
C0024060,Isabella Gupta,7,4420.6,2025-07-04,181,At Risk
C0049573,James Martinez,5,4420.55,2024-09-05,483,Lost
C0037728,Aarav Martinez,12,4419.93,2025-04-08,268,At Risk
C0017396,Noah Wilson,7,4417.2,2025-03-22,285,At Risk
C0017673,Hannah Singh,2,4416.51,2024-12-20,377,Lost
C0005059,Benjamin Miller,4,4416.13,2025-06-30,185,At Risk
C0017548,Aarav Gupta,3,4411.77,2025-05-08,238,At Risk
C0047444,Liam Garcia,7,4409.59,2024-12-02,395,Lost
C0040813,Fatima Singh,3,4409.32,2024-12-10,387,Lost
C0030807,Priya Robinson,5,4408.4,2024-10-31,427,Lost
C0027296,Ethan Sharma,5,4407.13,2024-12-03,394,Lost
C0023682,James Miller,3,4406.98,2025-02-24,311,At Risk
C0046651,Olivia Gupta,5,4405.44,2024-11-10,417,Lost
C0001149,Grace Garcia,6,4403.84,2025-05-23,223,At Risk
C0049481,Noah Patel,5,4395.61,2025-04-25,251,At Risk
C0016799,Mia Singh,2,4393.17,2024-09-19,469,Lost
C0013050,Sofia Singh,6,4392.68,2024-09-25,463,Lost
C0038013,Liam Sharma,3,4390.22,2025-01-13,353,At Risk
C0043598,Daniel Brown,3,4389.5,2025-01-21,345,At Risk
C0048500,Aisha Kim,2,4388.83,2024-12-20,377,Lost
C0038680,Priya Robinson,3,4383.79,2024-04-15,626,Lost
C0017045,Isabella Sharma,6,4383.15,2024-12-30,367,Lost
C0047254,Aria Gupta,3,4379.61,2025-01-04,362,At Risk
C0011766,Maya Miller,7,4379.33,2025-06-01,214,At Risk
C0021559,Ravi Wilson,5,4378.19,2025-05-18,228,At Risk
C0034596,Camila Singh,2,4378.15,2024-08-10,509,Lost
C0043329,Aria Garcia,4,4376.13,2024-07-28,522,Lost
C0023705,Aria Anderson,2,4374.25,2025-02-10,325,At Risk
C0039213,Aria Wilson,4,4372.48,2025-03-20,287,At Risk
C0020661,Hannah Singh,3,4370.64,2024-11-24,403,Lost
C0014750,Aisha Miller,2,4367.89,2023-07-16,900,Lost
C0008868,Maya Khan,6,4366.7,2024-11-05,422,Lost
C0024617,Theo Taylor,9,4365.97,2024-12-20,377,Lost
C0017151,Grace Robinson,4,4355.57,2025-05-28,218,At Risk
C0010768,Theo Garcia,4,4352.92,2025-06-23,192,At Risk
C0010947,Olivia Taylor,2,4347.34,2025-05-02,244,At Risk
C0022992,Maya Anderson,6,4345.82,2024-10-22,436,Lost
C0028475,Maya Patel,4,4345.21,2025-07-03,182,At Risk
C0026997,Camila Lee,7,4342.83,2024-06-06,574,Lost
C0002379,Daniel Khan,6,4342.3,2025-03-27,280,At Risk
C0002527,Ravi Smith,2,4342.13,2025-02-10,325,At Risk
C0003740,Aria Robinson,2,4339.41,2024-09-21,467,Lost
C0022301,Kai Johnson,3,4337.92,2025-05-16,230,At Risk
C0048791,Priya Patel,3,4337.33,2024-11-27,400,Lost
C0036536,Camila Wilson,6,4330.89,2025-05-15,231,At Risk
C0004219,Theo Lee,2,4329.94,2023-11-09,784,Lost
C0012437,Camila Brown,3,4329.27,2025-05-15,231,At Risk
C0006835,Alex Singh,3,4328.78,2024-10-29,429,Lost
C0037637,Mia Lee,3,4327.07,2025-03-29,278,At Risk
C0027423,Sofia Taylor,4,4324.72,2025-05-30,216,At Risk
C0037961,Daniel Taylor,7,4324.04,2025-05-04,242,At Risk
C0022786,Ravi Chen,5,4320.64,2025-04-03,273,At Risk
C0040716,Kai Brown,6,4319.67,2025-06-18,197,At Risk
C0015171,Aria Robinson,3,4318.73,2024-10-03,455,Lost
C0005373,Aarav Brown,7,4317.84,2025-03-22,285,At Risk
C0048222,Aria Robinson,4,4316.96,2025-04-10,266,At Risk
C0025124,Ethan Garcia,4,4314.4,2025-03-08,299,At Risk
C0003511,Ethan Wilson,7,4312.61,2025-06-19,196,At Risk
C0005383,Olivia Lee,3,4310.39,2025-06-04,211,At Risk
C0004859,Theo Smith,3,4309.29,2025-06-25,190,At Risk
C0046674,Kai Khan,8,4307.52,2025-05-04,242,At Risk
C0047122,Camila Johnson,5,4304.1,2023-11-04,789,Lost
C0019693,Fatima Johnson,2,4301.03,2025-02-21,314,At Risk
C0039473,Olivia Johnson,3,4293.38,2024-10-31,427,Lost
C0039296,Zara Taylor,7,4285.11,2025-03-31,276,At Risk
C0035699,Ethan Patel,4,4275.68,2024-09-24,464,Lost
C0038240,Aria Patel,3,4273.72,2025-01-26,340,At Risk
C0003082,Zara Patel,2,4271.84,2025-03-20,287,At Risk
C0016484,Benjamin Davis,5,4268.79,2025-05-04,242,At Risk
C0034472,James Gupta,7,4268.45,2025-04-27,249,At Risk
C0018120,James Kim,5,4266.62,2025-02-20,315,At Risk
C0040924,Aisha Garcia,6,4262.97,2025-02-10,325,At Risk
C0016295,Mia Chen,6,4262.45,2025-04-21,255,At Risk
C0033904,Sofia Davis,3,4258.03,2024-11-07,420,Lost
C0002378,Sofia Robinson,8,4255.73,2025-06-06,209,At Risk
C0004702,Olivia Smith,2,4253.49,2025-05-20,226,At Risk
C0047390,Liam Taylor,5,4250.61,2024-12-21,376,Lost
C0045158,Noah Miller,3,4249.5,2023-12-21,742,Lost
C0011960,Amelia Miller,3,4246.42,2025-04-21,255,At Risk
C0005561,Camila Anderson,3,4246.24,2023-11-19,774,Lost
C0036596,Ravi Miller,7,4242.26,2024-12-10,387,Lost
C0049816,Mia Gupta,4,4240.01,2025-06-27,188,At Risk
C0005538,Priya Lee,6,4239.79,2025-02-08,327,At Risk
C0033442,Camila Gupta,3,4239.3,2025-06-08,207,At Risk
C0039748,Benjamin Garcia,2,4237.92,2024-12-15,382,Lost
C0016066,Olivia Kim,3,4237.51,2025-01-18,348,At Risk
C0004827,Isabella Wilson,3,4236.17,2025-06-09,206,At Risk
C0007207,Grace Lee,5,4235.43,2025-04-28,248,At Risk
C0049602,Ethan Lee,6,4234.23,2025-04-30,246,At Risk
C0004699,Noah Wilson,3,4230.2,2025-02-11,324,At Risk
C0017170,Liam Kim,6,4227.98,2025-05-26,220,At Risk
C0027544,Grace Chen,5,4226.25,2024-12-27,370,Lost
C0025662,Camila Chen,4,4224.83,2024-09-10,478,Lost
C0002982,Daniel Lee,6,4223.2,2025-04-18,258,At Risk
C0001628,Theo Patel,2,4219.03,2024-03-02,670,Lost
C0022798,Zara Wilson,4,4214.33,2025-02-09,326,At Risk
C0011733,Kai Thomas,7,4213.74,2025-01-09,357,At Risk
C0010392,Amelia Wilson,2,4213.59,2025-07-01,184,At Risk
C0021905,Alex Anderson,6,4213.4,2025-05-23,223,At Risk
C0031461,James Garcia,7,4205.5,2025-03-04,303,At Risk
C0005321,Grace Taylor,5,4200.62,2024-11-09,418,Lost
C0022684,Zara Gupta,3,4199.76,2024-12-29,368,Lost
C0021938,Olivia Wilson,3,4198.01,2024-11-04,423,Lost
C0016463,Mia Anderson,6,4192.41,2024-11-11,416,Lost
C0031839,Sofia Taylor,6,4191.32,2025-03-22,285,At Risk
C0006917,Ravi Patel,2,4188.2,2025-01-29,337,At Risk
C0043406,Noah Singh,9,4178.01,2025-05-13,233,At Risk
C0006391,Daniel Brown,10,4173.56,2024-12-30,367,Lost
C0021357,Zara Sharma,4,4171.97,2025-02-15,320,At Risk
C0039376,Ethan Singh,2,4171.33,2025-04-22,254,At Risk
C0000263,Olivia Thomas,3,4166.12,2024-10-02,456,Lost
C0023535,Isabella Johnson,7,4165.6,2025-04-23,253,At Risk
C0017314,Aria Kim,2,4162.68,2025-06-20,195,At Risk
C0024871,Amelia Thomas,3,4162.66,2023-11-09,784,Lost
C0003384,Alex Smith,5,4161.9,2024-12-05,392,Lost
C0032999,James Chen,5,4158.56,2024-11-21,406,Lost
C0031632,Aria Taylor,3,4157.64,2025-03-18,289,At Risk
C0044546,Ethan Lee,4,4154.33,2025-05-05,241,At Risk
C0032002,Noah Robinson,4,4154.14,2023-12-29,734,Lost
C0039440,Isabella Kim,3,4153.85,2025-05-31,215,At Risk
C0001650,Grace Patel,5,4151.89,2025-07-03,182,At Risk
C0025346,Alex Robinson,3,4147.78,2024-11-09,418,Lost
C0007504,Camila Smith,3,4147.54,2025-02-02,333,At Risk
C0021777,Isabella Singh,6,4143.09,2025-01-24,342,At Risk
C0041905,Liam Smith,3,4142.53,2025-01-23,343,At Risk
C0038359,Camila Johnson,2,4140.47,2024-06-08,572,Lost
C0022523,Benjamin Singh,2,4139.67,2023-11-21,772,Lost
C0009045,Noah Khan,3,4138.67,2025-03-21,286,At Risk
C0022956,Priya Patel,2,4137.69,2025-06-30,185,At Risk
C0025094,Daniel Smith,3,4135.48,2025-04-30,246,At Risk
C0004806,Aarav Lee,3,4133.95,2025-02-23,312,At Risk
C0012824,Aarav Anderson,4,4132.27,2025-05-28,218,At Risk
C0017597,Hannah Kim,7,4130.19,2025-06-21,194,At Risk
